Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Diversity,,,,Tanimoto_Similarity,Tissue_Activity
CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=C(F)C=C1C)N1CC[C@@H](O)[C@H]1CO,CCN(CC)C(=O)NC1=NNN=C1C(F)C(F)(F)F,prostate,Rat,Human,0.12244898,0.553740919,0.967391304,,,,,
OC1=C(CC=C)C=C(C=C1)S(=O)(=O)C1=CC(CC=C)=C(O)C=C1,OC1=C(C=CC=C1)S(=O)(=O)C1=CC=C(O)C=C1,prostate,Rat,Human,0.341463415,0.473459423,0.967391304,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,kidney,Rat,Human,0.24742268,0.776734352,0.907172996,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.CSC1=CC2=NC3=C(C=C(Cl)C=C3)N=CCSC2=C1,kidney,Rat,Human,0.171171171,0.502616107,0.907172996,,,,,
OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1,C[C@@H]1O[C@H](C[C@H](O)[C@@H]1O)[C@H]1C[C@@](O)(CC2=C3C(O)=C(C(O)=C12)C(=O)C1=CC=C(O)C(C)=C1)C3=O,kidney,Rat,Human,0.171052632,0.977666259,0.907172996,,,,,
CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,CS(O)(=O)=O.C(NC(C)C1=NC=C(\C=C1)C1=CC=C(F)C=C1)C#N,prostate,Rat,Human,0.330188679,0.888172388,0.967391304,,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCCCOC(=O)CCl.CCOS(=O)(=O)C1=CC=C\C=C1,prostate,Rat,Human,0.269662921,0.495248377,0.967391304,,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CCN(CC)C1=CC=NC(N)=C1,prostate,Rat,Human,0.448979592,0.7140764,0.967391304,,,,,
NC1=C(C=C(C=C1)[N+]([O-])=O)C#N,N#CSC#N,kidney,Rat,Human,0.071428571,0.102846235,0.907172996,,,,,
O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,COC1=C(NC(=O)NC1=O)C(N)=O,prostate,Rat,Human,0.057142857,0.49009791,0.967391304,,,,,
NC1=CC2=C(C=CC=C2)C=C1,NC1=C(N)C=CC=C1,kidney,Rat,Human,0.35,0.31565997,0.907172996,,,,,
O.O.O.O.[Na+].[O-]C1=C(C=CC=C1)C1=CC=CC=C1,[Na+].[S-]C1=C(NC(=N)N=S)C2=C(C=CC=C2)C=C1C1=CC=CC=C1,prostate,Rat,Human,0.426666667,0.929644704,0.967391304,,,,,
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OC)=C4)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,0.178947368,0.674408793,0.907172996,,,,,
CCCCCCCCCC1=CC=C(O)C=C1,NC1=NC(=N)C=C(N)C=C1,prostate,Rat,Human,0.106060606,0.579941452,0.967391304,,,,,
NC1=CC2=C(C=CC=C2)C=C1,N=C1NC(=N)C2=C1C=CC=C2,kidney,Rat,Human,0.26,0.808534086,0.907172996,,,,,
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,Cl.CN(C)C1=CC=CC(=C1)C(=N)C1=CC=C(C=C1)N(C)C,kidney,Rat,Human,0.451612903,0.461442232,0.907172996,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CCC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,0.215686275,0.779462576,0.907172996,,,,,
Cl.CCN1CCC2(COC3=C2C=C2N(CCC2=C3)C(=O)C2=CC=C(C=C2)C2=CC=C(C=C2C)C2=NN=C(C)O2)CC1,COC1=CC=C(N(NC(=O)N\CC(=O)\C2=C\C(OCC(F)F)F)C=C(F)C2=CC=C(NC(=O)C3=CC=C3)C=CC(F)C=C2)C=C12,kidney,Rat,Human,0.136150235,0.063191302,0.907172996,,,,,
CCCCCC[C@@H](O)C\C=C/CCCCCCCC(O)=O,CCC(CC)C=CCCCCCC(=O)OCCO,prostate,Rat,Human,0.345679012,0.496611118,0.967391304,,,,,
OC1=C(CC2=C(Cl)C(Cl)=CC(Cl)=C2O)C(Cl)=C(Cl)C=C1Cl,OC1=C(Cl)C=C(Cl)C(Cl)=C1Cl,prostate,Rat,Human,0.431034483,0.444832742,0.967391304,,,,,
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,Cl.CNC1=CC=CC=C1,prostate,Rat,Human,0.095744681,0.476334035,0.967391304,,,,,
O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.433333333,0.952462316,0.907172996,,,,,
CCCCOP(=O)(CCCC)OCCCC,CC[Sn](Cl)(CCCC)CC,kidney,Rat,Human,0.25,0.995899975,0.907172996,,,,,
OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,CC(=O)OCC(=O)\C=C/N=C(SC(=O)NCC(=O)NC1=O)C=CC=C1,kidney,Rat,Human,0.210526316,0.1318371,0.907172996,,,,,
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.128440367,0.640020609,0.907172996,,,,,
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,ClC1=C2C=CC=CC2=C(C=O)C2=CC=C12,kidney,Rat,Human,0.278481013,0.767698586,0.907172996,,,,,
CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=C(F)C=C1C)N1CC[C@@H](O)[C@H]1CO,OS(O)(=O)=O.C[N+]1=CC=CC(F)=C1C(F)(F)F,prostate,Rat,Human,0.147058824,0.528519213,0.967391304,,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,0.103092784,0.779802382,0.907172996,,,,,
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1C#N,kidney,Rat,Human,0.184210526,0.95946312,0.907172996,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,O=[Hg]C1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.196428571,0.999997377,0.907172996,,,,,
[Na+].[Na+].CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(C=C1)N=NC1=C(C)C=C(C=C1)C1=CC=C(N=NC2=C(O)C=CC3=CC(=CC(=C23)S([O-])(=O)=O)S([O-])(=O)=O)C(C)=C1,Cl.[Na+].[Na+].CC1=CC=C(C=C1)N=NC1=C(N=CC(=CC=C1)S([O-])(=O)=O)C1=CC=C(C)C(C=C1)C(C)=NO,kidney,Rat,Human,0.273195876,0.198610753,0.907172996,,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,C\C=C(\C=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,prostate,Rat,Human,0.575471698,0.514211476,0.967391304,,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,[Na+].OC1=C(O)C=CC=C1COC1=CC=C(O)C(=O)C(O)=C1O,kidney,Rat,Human,0.176470588,0.80964756,0.907172996,,,,,
[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,[Cl-].[Cl-].[Hg++],prostate,Rat,Human,0.014705882,0.510955095,0.967391304,,,,,
[Na+].COC1=CC=C(C=C1)\N=N\C1=C(OC)C=C(\N=N\C2=CC=C(C=C2)S([O-])(=O)=O)C(C)=C1,[Na+].[Na+].CC(=O)NC1=CC=CC(=C1C(=O)C(=O)NC1=CC=CC(=C1)S([O-])(=O)=O)S([O-])=O,prostate,Rat,Human,0.213235294,0.444492668,0.967391304,,,,,
CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,[Na+].C[Hg]SC1=CC=CC=C1,kidney,Rat,Human,0.19047619,1,0.907172996,,,,,
"CCCCCCCCCCCC*.OS(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:13:2,15:2,16:2,m:12:20.21.22|",[Na+].CCCCCCCCCCCCCCCS,kidney,Rat,Human,0.405063291,0.051302113,0.907172996,,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=CC=C1,brain,Rat,Human,0.566037736,0.67422086,1,,,,,
CCOC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.577464789,0.603048444,0.907172996,,,,,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCC[Sn](CCCCC)(CCC)OCC,kidney,Rat,Human,0.23655914,0.971331835,0.907172996,,,,,
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,[Na+].[Na+].CNC1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)N(C)C,prostate,Rat,Human,0.410526316,0.424275964,0.967391304,,,,,
N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,O=C(C1=CC=CC=C1)[As](O)=O,kidney,Rat,Human,0.208955224,0.414165884,0.907172996,,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.581818182,0.537824988,0.967391304,,,,,
CCCCC(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1Cl,NC1=NS(=S)=NC=C1,prostate,Rat,Human,0.068493151,0.983658493,0.967391304,,,,,
"CCCCCCCCCCCC*.OS(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:13:2,15:2,16:2,m:12:20.21.22|",CC(C)(C)C\C=N,kidney,Rat,Human,0.025316456,0.064489663,0.907172996,,,,,
COC1=CC(C=CC)=CC=C1O,OC1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.183673469,0.998469174,0.907172996,,,,,
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,Cl.OC1=CC=C(\C=C\C=C/C2=C(NCC3=C(Cl)C=C(O)C=C3)C=C2)C(=O)NC1C1=CC=C(O)C=C1,kidney,Rat,Human,0.261146497,0.225460991,0.907172996,,,,,
CNS(=O)(=O)C1=C(F)C=C(Cl)C(=C1)C(=O)N1CCC(CCN2C3CCC2CC(C3)N2C(C)=NC3=C2C=CC=C3)(CC1)C1=CC(F)=CC=C1,NC1=NC(=NS1)C(=O)NC1=C=CC=C1C=C(F)C(F)(F)F,brain,Rat,Human,0.078212291,0.735717535,1,,,,,
CCCCOP(=O)(CCCC)OCCCC,CC[Sn](CCCC)(CCCC)CC,kidney,Rat,Human,0.338983051,0.993499279,0.907172996,,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC,CCCCC=CCCCCNC(O)=O,prostate,Rat,Human,0.394366197,0.732354343,0.967391304,,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CC(C)NC(=O)NC1=CC=C(C=C1)[N+]([O-])=O,prostate,Rat,Human,0.14084507,0.493302196,0.967391304,,,,,
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=CC=C34)[C@@H]1CC[C@@]2(O)C,kidney,Rat,Human,0.170454545,0.86451745,0.907172996,,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CC(C)COC(=O)C1=CC=C(O)C=C1,prostate,Rat,Human,0.6,0.461385012,0.967391304,,,,,
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,CC(C)(C)C1=CC(C[C@H](NC(N)=O)C(N)=C(C(=O)C2=CC=C=C2)C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.169491525,0.027857112,0.907172996,,,,,
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC4=CC(O)=CC=C4[C@H]3C[C@]12C,kidney,Rat,Human,0.116071429,0.631895423,0.907172996,,,,,
CC(C)OC1=CC=CC(NC(=O)C2=C(C)C=CC=C2)=C1,Cl.CC1=COC2=C(SC3=CC=C(O)C=C3)C=C2C=C1,kidney,Rat,Human,0.211111111,0.70797497,0.907172996,,,,,
COC(=O)C1=C(C=C(CNS(C)(=O)=O)C=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,[Na+].CC1=NC(=O)\C=N\C(=NC(=N\N=C1)C(=O)S(=O)NC1=C=C(C=C1)S([O-])(=O)=O)S(=O)=O,brain,Rat,Human,0.1875,0.761023521,1,,,,,
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].[Cl-].[Hg++],kidney,Rat,Human,0.012987013,0.999368131,0.907172996,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C(O)C=CC=C1,prostate,Rat,Human,0.3,0.895353019,0.967391304,,,,,
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,BrC1=C2C=CC=CC2=CC=CC2=CC=C12,kidney,Rat,Human,0.416666667,0.81296438,0.907172996,,,,,
Cl.CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=C(O1)C=CC=C2,Cl.CCCC1=C(C(=O)C2=CC(I)=C(O)C=C2)C(I)=C1,prostate,Rat,Human,0.289719626,0.53466022,0.967391304,,,,,
CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12,CCOP(=S)(OCC)SCSCSCSCCCNS(=O)OC(C)C,kidney,Rat,Human,0.245098039,0.339069605,0.907172996,,,,,
OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1,[Na+].[Na+].[O-]C1=C(Br)C2=CC(=O)NC1=CC=C2C(=O)NC2=C(C=C2)C(=O)S([O-])(=O)=O,kidney,Rat,Human,0.136690647,0.251015484,0.907172996,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,O=[As]C(O)=O,kidney,Rat,Human,0.048387097,0.895184398,0.907172996,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,0.21,0.8048805,0.907172996,,,,,
OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,OC(=O)\C=C/C(O)=O.C(\C=C/C1=C(CCC1)C1CCCCC1)C1=CC=CC=C1,kidney,Rat,Human,0.264705882,0.11110419,0.907172996,,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,OC1=CC=C(C=C1)C(=O)C1=CN=CN=C1,kidney,Rat,Human,0.308641975,0.838661134,0.907172996,,,,,
OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,[Na+].CC(=O)CC1=C(N=CC2=CC=C(C=C2S([O-])=O)N=O)C=C1,kidney,Rat,Human,0.152671756,0.274533898,0.907172996,,,,,
CCOC(=O)\C=C(/C)\C=C\C[C@@H](C)CCCC(C)C,C\C(\C=C\C(C)C)=COC\C=C\C(C)=C\C=C\C=C\C(C)=O,kidney,Rat,Human,0.247191011,0.016094793,0.907172996,,,,,
CCCCOP(=O)(CCCC)OCCCC,CC[Sn](Cl)(CCC)CCC,kidney,Rat,Human,0.228070175,0.994899213,0.907172996,,,,,
CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,kidney,Rat,Human,0.211009174,0.707252085,0.907172996,,,,,
CCC(=C(C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCN(C)C)C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.873563218,0.994498193,0.907172996,,,,,
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CCCN(CCC)C1=NC=C(C=C1[N+]([O-])=O)[N+]([O-])=O,kidney,Rat,Human,0.520547945,0.172378868,0.907172996,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,[Na+].C[Hg]SC1=CC=CC=C1,kidney,Rat,Human,0.137931034,1,0.907172996,,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,[Na+].CN(C)C(=O)C1=CC=C(C(=C1)C(F)(F)F)N1C=C=C(F)C=C1Cl,kidney,Rat,Human,0.204968944,0.207925916,0.907172996,,,,,
CCCCC(CC)COP(O)(=O)OCC(CC)CCCC,CCCC[Sn](CCCC)(CCCC)OC(=O)C=C,prostate,Rat,Human,0.277108434,0.891701221,0.967391304,,,,,
CCCCN(CCCC)C(=O)N(CCCC)CCCC,CSCCC[Sn](Cl)(CCC)CCCC,kidney,Rat,Human,0.24,0.984621286,0.907172996,,,,,
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,ClC12C(=O)OC3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,kidney,Rat,Human,0.075949367,0.762286961,0.907172996,,,,,
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,BrC(Br)(Br)C=O,kidney,Rat,Human,0.064516129,0.984439313,0.907172996,,,,,
O=C(CC1=CC=CC=C1)C1=CC=CC=C1,[I-].CCN1C(=O)C(C1)C1=CC=CC=C1C1=CC=CC=C1,kidney,Rat,Human,0.369863014,0.105303265,0.907172996,,,,,
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,Cl.CC1=NC(=O)NC1=O,prostate,Rat,Human,0.060150376,0.426419646,0.967391304,,,,,
CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C,CCC(C)CC(C)OC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.287671233,0.645979404,0.907172996,,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,N=C1C=C(F)\C(=O)N=NO1,kidney,Rat,Human,0.133333333,0.06546776,0.907172996,,,,,
CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,CN(C)C1=CC2=C1C=C(C=O)O2,kidney,Rat,Human,0.275862069,0.715324342,0.907172996,,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,OC1=C(O)C=C(C=C1)C(=O)C1=C(O)C=C(O)C=C1,kidney,Rat,Human,0.343283582,0.77748251,0.907172996,,,,,
CCOC(=O)C1=NN(C2=C(Cl)C=C(Cl)C=C2)C(C)(C1)C(=O)OCC,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,0.118644068,0.524801493,0.907172996,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC(=O)[C@@]1(C)CC[C@@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,0.229166667,0.739694536,0.907172996,,,,,
CCCCCC1=CC=C(O)C=C1,OC1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.372093023,0.998469174,0.907172996,,,,,
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,CN(C)C1=CC=C(C=C1)\N=N\C1=C(C)C=C1,kidney,Rat,Human,0.328358209,0.726962864,0.907172996,,,,,
COC1=C(CN[C@H]2CCCN[C@H]2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1,COC1=CC2=C(NC(F)(F)C=O)C3=C(OCC2=CN=C(F)N=C=C3)C=C1,brain,Rat,Human,0.162790698,0.656806469,1,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NC1=C(N)C=C(C=C1)[N+]([O-])=O,kidney,Rat,Human,0.657142857,0.356024891,0.907172996,,,,,
CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC=C4)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.186915888,0.717021346,0.907172996,,,,,
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,[Na+].CCCCCC(C)CNC(=N)NC(=N)NCCNC(=N)NCCCCCNC(=N)NCCC(=N)NCC(=N)S([O-])(=O)=O,prostate,Rat,Human,0.185185185,0.564502537,0.967391304,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OCC1=C([Hg]Cl)C=CC=C1,kidney,Rat,Human,0.290909091,0.987291813,0.907172996,,,,,
COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C,CSC1=NN=C(C=N1)C(C)(C)C,kidney,Rat,Human,0.1,0.052404474,0.907172996,,,,,
CCNC1=NC(N)=NC(Cl)=N1,NC1=NC(N)=NC=S1,prostate,Rat,Human,0.130434783,0.999946952,0.967391304,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,CC(C)(C)C(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.360655738,0.329849452,0.907172996,,,,,
OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,kidney,Rat,Human,0.666666667,0.924857855,0.907172996,,,,,
CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C,C.[Na+].[Na+].[O-]C(=O)\C([O-])=O,kidney,Rat,Human,0.071428571,0.151706502,0.907172996,,,,,
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,kidney,Rat,Human,0.078947368,0.655655742,0.907172996,,,,,
CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,CC(C)(C)C(N(C(=O)C/C)C1=CC=C(Cl)C=C1)C(C)C,prostate,Rat,Human,0.281690141,0.544628203,0.967391304,,,,,
[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,[Na+].CC1=NC(=O)NC1=O,prostate,Rat,Human,0.081632653,0.40880394,0.967391304,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC=C4)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,0.161904762,0.745981574,0.907172996,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.890909091,0.826209545,0.907172996,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NC1=C(N)C=C(C=C1)[N+]([O-])=O,kidney,Rat,Human,0.657142857,0.356024951,0.907172996,,,,,
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,[K+].[Ag+].[C-]#N,kidney,Rat,Human,0.014705882,0.994389594,0.907172996,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,NC(=O)NC1=CC=C(Cl)C=C1,prostate,Rat,Human,0.241935484,0.486475021,0.967391304,,,,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[K+].F[B-](F)(F)F,prostate,Rat,Human,0.054054054,0.999991536,0.967391304,,,,,
CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,N#CSCSC#N,kidney,Rat,Human,0.055555556,0.891598046,0.907172996,,,,,
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=CC[C@@H](O)CC[C@H]34)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,0.12,0.686146975,0.907172996,,,,,
N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,O=CC1=C(C=C1)C1=CC=CC2=CC=C12,kidney,Rat,Human,0.179487179,0.310645223,0.907172996,,,,,
C\C=C\C(=C)C1=C(C)CCCC1(C)C,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CCC[C@]12C,kidney,Rat,Human,0.163043478,0.529509544,0.907172996,,,,,
